birth_id,position,velocity,angle,rotational_velocity,start_eval_time,stop_eval_time,fitness
4,2.0168615865788007,0.04232905229415217,0.07681032254884965,0.015901115929984555,1646409426.2517838,1646409426.573893,15.0
1,1.6254626029545034,-0.01194795780467632,0.0572085772094921,0.034668427952003575,1646409426.217742,1646409426.571563,120.0
6,0.11259615152000446,0.035583483727056636,0.05276229243250566,-0.01273273296647276,1646409426.2175,1646409426.5844438,113.0
12,0.6999895155719043,0.04486061338674614,0.08627326581678676,0.03272825494277172,1646409426.217621,1646409426.584243,91.0
9,2.0273772448375644,-0.045500843047550005,0.050400720232382706,0.00133321564313902,1646409426.222215,1646409426.585771,110.0
0,-0.9655786122012213,0.04299074922801069,-0.010632615615269736,0.02479578483911586,1646409426.226374,1646409426.583816,147.0
5,2.0329199225961516,0.03847303255311765,-0.1379242435853392,0.0045339868281076695,1646409426.22104,1646409426.587287,124.0
11,2.2730006073905638,-0.004577605570824948,-0.18035385590493588,0.047189147423117514,1646409426.228708,1646409426.588755,106.0
14,-0.014933419434054684,-0.008669999775403114,-0.02032275500730779,0.03919651973850202,1646409426.2371159,1646409426.588968,135.0
10,-0.3529495392990456,0.0017331483318813873,0.16745082479739856,0.026792999496492373,1646409426.234006,1646409426.590417,131.0
8,-0.7001776300091456,0.034372945414616954,-0.008073166319735231,-0.026111656456081392,1646409426.225825,1646409426.593556,195.0
13,0.7682028584633525,-0.02098777692112065,-0.15536352086105915,0.01970652286297865,1646409426.2252958,1646409426.5967941,171.0
3,0.26586125364161006,0.04513078872811897,0.13935612368425818,0.03890833233340507,1646409426.229229,1646409426.600558,211.0
7,-0.14918984158769621,0.04737478705207311,0.01750739172910351,-0.012630668184231524,1646409426.252327,1646409426.5964448,169.0
15,1.7083864933549555,-0.03327089800075964,-0.01523738046272885,-0.03286488774719597,1646409426.2389498,1646409426.607405,271.0
2,1.0599620655466704,-0.01785619925183022,0.15336256856738892,-0.04181817151944133,1646409426.2586722,1646409426.611022,130.0
24,1.2062058105802196,-0.014392871705330879,0.16834827273275985,0.04483240581170524,1646409426.579405,1646409426.745675,103.0
18,-1.4640248352333938,0.04271548560783192,-0.05459791590788568,-0.0439558547111631,1646409426.581347,1646409426.773391,215.0
17,1.6375920676274833,-0.007322470655227384,-0.1015105067718399,0.04260732036720476,1646409426.596158,1646409426.780323,186.0
19,-2.080422019192854,0.015177176855338773,0.029527912203514972,-0.039042095540620804,1646409426.589244,1646409426.780968,203.0
21,-1.2390544654559819,0.01059272307904062,0.02005760656190106,0.03633796286570032,1646409426.591344,1646409426.781512,183.0
