interval,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,970302f6-f5b2-4327-8e14-7de60497986e,7,1646411898.34686,1646411898.692669,71.0
25,970302f6-f5b2-4327-8e14-7de60497986e,7,1646411898.34686,1646411898.692669,71.0
25,a4470338-ddac-4e4d-9b9c-ad2a3e5fa689,3,1646411898.342551,1646411898.698196,94.0
25,daa04799-0d7a-42d0-84b9-818e754fe13b,13,1646411898.3470368,1646411898.700407,27.0
25,af125f9d-e2bc-4a91-9604-771f0582864f,14,1646411898.367549,1646411898.703105,36.0
25,5e0b3c8c-9ff3-412d-9d88-10e4870aed97,12,1646411898.389639,1646411898.701063,61.0
25,68a77dff-7e0a-499c-9ee2-7170e3dc0e67,15,1646411898.368871,1646411898.705338,22.0
25,7364860d-d534-498e-a071-2ff8f9f1fd5e,4,1646411898.3869078,1646411898.706298,32.0
25,3df59112-c935-46b1-a187-cb3d25bebe00,6,1646411898.3703501,1646411898.7063959,36.0
25,9eb92160-9c7b-41f0-b59d-0ec26bd74577,2,1646411898.370403,1646411898.708412,99.0
25,48384430-52b5-4b85-b472-03442ae29baa,9,1646411898.3885388,1646411898.713323,50.0
25,a8ff69d4-27da-4868-99e7-8e9a8767fa2f,26,1646411898.7609138,1646411898.918746,35.0
25,c4cfe6ca-5476-4db7-bf2e-1caaf15f13a5,0,1646411898.351647,1646411898.6920938,47.0
25,39d864c5-14c7-4328-814a-e7c5b33f4e1f,11,1646411898.3672068,1646411898.71589,66.0
25,841e728a-29a4-46b4-9839-2b6e1118156a,1,1646411898.388431,1646411898.7126458,145.0
25,928194d5-aaf8-4f25-927c-da1e4847e2fc,8,1646411898.4594429,1646411898.747977,34.0
25,9e7479fb-4fa3-4468-9e55-b1a4db04fdc6,10,1646411898.4654899,1646411898.75889,175.0
25,ec20ba3e-3d88-45e1-b2bb-be8a96567efa,22,1646411898.70019,1646411898.8689651,46.0
25,edbac9ed-46ab-4fd4-b68a-4f29f558f5d2,24,1646411898.708618,1646411898.898763,135.0
25,f3492437-4a8a-46d0-a383-5b1e20f4f1ff,16,1646411898.716508,1646411898.901293,16.0
25,ffff34ca-417e-493c-9c43-7155e595732d,19,1646411898.7075992,1646411898.903188,37.0
25,f932910f-3631-454d-acb1-edf14713171a,23,1646411898.715696,1646411898.903627,33.0
25,67aef0aa-c227-4e87-a4f4-2270f19c10cd,21,1646411898.7180312,1646411898.9038458,22.0
25,38b6a98a-8a3b-4626-8f8d-d5713599ab16,20,1646411898.7105029,1646411898.8967922,27.0
25,ebd478d6-7b11-41f7-b141-f384dcf48268,18,1646411898.718534,1646411898.9121869,51.0
25,2d0185e3-4a87-41c0-8705-9e47f5119a77,25,1646411898.737874,1646411898.916388,35.0
50,fbf8337b-ccbd-49c9-8639-de2749942a89,33,1646411898.975378,1646411899.077843,25.0
50,8d63285c-750e-452a-93ab-3b0e84df9143,32,1646411898.958177,1646411899.0613172,36.0
50,daa04799-0d7a-42d0-84b9-818e754fe13b,13,1646411898.3470368,1646411898.700407,27.0
50,af125f9d-e2bc-4a91-9604-771f0582864f,14,1646411898.367549,1646411898.703105,36.0
50,790d15c5-f789-4eb5-b068-830bd4c51df7,39,1646411899.097953,1646411899.204445,25.0
50,68a77dff-7e0a-499c-9ee2-7170e3dc0e67,15,1646411898.368871,1646411898.705338,22.0
50,7364860d-d534-498e-a071-2ff8f9f1fd5e,4,1646411898.3869078,1646411898.706298,32.0
50,3df59112-c935-46b1-a187-cb3d25bebe00,6,1646411898.3703501,1646411898.7063959,36.0
50,fd7abbd2-865d-485f-b00e-46855e9e46dc,43,1646411899.1793568,1646411899.282485,30.0
50,b9e685e5-2c3a-4f17-ab89-c13482b16c90,45,1646411899.224051,1646411899.3465338,27.0
50,a8ff69d4-27da-4868-99e7-8e9a8767fa2f,26,1646411898.7609138,1646411898.918746,35.0
50,98691fce-3d98-4377-ae57-cedf23bb406d,44,1646411899.194724,1646411899.305161,27.0
50,3100182a-d109-431c-8067-e99ad23477ed,49,1646411899.275778,1646411899.385374,33.0
50,2fbde066-0820-43ee-8df6-7195094d5d47,27,1646411898.785523,1646411898.940427,26.0
50,928194d5-aaf8-4f25-927c-da1e4847e2fc,8,1646411898.4594429,1646411898.747977,34.0
50,dede99c9-4f49-4df0-80e5-f18982e395f8,17,1646411898.750057,1646411898.925592,19.0
50,fd7fb612-f062-45ed-aa21-1265817c0027,46,1646411899.2303622,1646411899.349359,34.0
50,57263dcb-203f-4fad-ae10-9761daf941a7,47,1646411899.241332,1646411899.354018,15.0
50,f3492437-4a8a-46d0-a383-5b1e20f4f1ff,16,1646411898.716508,1646411898.901293,16.0
50,ffff34ca-417e-493c-9c43-7155e595732d,19,1646411898.7075992,1646411898.903188,37.0
50,f932910f-3631-454d-acb1-edf14713171a,23,1646411898.715696,1646411898.903627,33.0
50,67aef0aa-c227-4e87-a4f4-2270f19c10cd,21,1646411898.7180312,1646411898.9038458,22.0
50,38b6a98a-8a3b-4626-8f8d-d5713599ab16,20,1646411898.7105029,1646411898.8967922,27.0
50,88651662-5788-4395-abf9-40abedbf0a56,40,1646411899.112593,1646411899.21958,11.0
50,2d0185e3-4a87-41c0-8705-9e47f5119a77,25,1646411898.737874,1646411898.916388,35.0
75,fbf8337b-ccbd-49c9-8639-de2749942a89,33,1646411898.975378,1646411899.077843,25.0
75,5874a17f-fc73-418e-b632-4dafb8b197ab,58,1646411899.447741,1646411899.561381,20.0
75,daa04799-0d7a-42d0-84b9-818e754fe13b,13,1646411898.3470368,1646411898.700407,27.0
75,df110f43-6124-48cd-afa6-54b89eb45554,60,1646411899.492639,1646411899.60364,31.0
75,790d15c5-f789-4eb5-b068-830bd4c51df7,39,1646411899.097953,1646411899.204445,25.0
75,68a77dff-7e0a-499c-9ee2-7170e3dc0e67,15,1646411898.368871,1646411898.705338,22.0
75,7364860d-d534-498e-a071-2ff8f9f1fd5e,4,1646411898.3869078,1646411898.706298,32.0
75,c1a11de3-365b-4dee-9405-2f64c4bf3615,66,1646411899.611203,1646411899.738513,33.0
75,fd7abbd2-865d-485f-b00e-46855e9e46dc,43,1646411899.1793568,1646411899.282485,30.0
75,b9e685e5-2c3a-4f17-ab89-c13482b16c90,45,1646411899.224051,1646411899.3465338,27.0
75,56a3aa1c-c6ce-475d-ad00-56eba143e0b8,69,1646411899.666708,1646411899.7931578,20.0
75,98691fce-3d98-4377-ae57-cedf23bb406d,44,1646411899.194724,1646411899.305161,27.0
75,3100182a-d109-431c-8067-e99ad23477ed,49,1646411899.275778,1646411899.385374,33.0
75,2fbde066-0820-43ee-8df6-7195094d5d47,27,1646411898.785523,1646411898.940427,26.0
75,cc816623-075c-4d05-b35b-a67f952776a5,74,1646411899.7542038,1646411899.8787389,29.0
75,dede99c9-4f49-4df0-80e5-f18982e395f8,17,1646411898.750057,1646411898.925592,19.0
75,15789532-da85-4647-b45b-e2bbb796754a,75,1646411899.7785249,1646411899.910641,24.0
75,57263dcb-203f-4fad-ae10-9761daf941a7,47,1646411899.241332,1646411899.354018,15.0
75,f3492437-4a8a-46d0-a383-5b1e20f4f1ff,16,1646411898.716508,1646411898.901293,16.0
75,5bd5cd92-e5a4-4522-9dbb-96612c0a3665,57,1646411899.425754,1646411899.5369449,13.0
75,f932910f-3631-454d-acb1-edf14713171a,23,1646411898.715696,1646411898.903627,33.0
75,67aef0aa-c227-4e87-a4f4-2270f19c10cd,21,1646411898.7180312,1646411898.9038458,22.0
75,38b6a98a-8a3b-4626-8f8d-d5713599ab16,20,1646411898.7105029,1646411898.8967922,27.0
75,88651662-5788-4395-abf9-40abedbf0a56,40,1646411899.112593,1646411899.21958,11.0
75,ea6af2b5-b6d5-4a61-be82-1c3d98612ada,73,1646411899.739734,1646411899.8651872,20.0
100,fbf8337b-ccbd-49c9-8639-de2749942a89,33,1646411898.975378,1646411899.077843,25.0
100,5874a17f-fc73-418e-b632-4dafb8b197ab,58,1646411899.447741,1646411899.561381,20.0
100,daa04799-0d7a-42d0-84b9-818e754fe13b,13,1646411898.3470368,1646411898.700407,27.0
100,df110f43-6124-48cd-afa6-54b89eb45554,60,1646411899.492639,1646411899.60364,31.0
