interval,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,b52d0fd2-f59a-44a6-8e9e-a99d062a9161,13,1646413516.7900422,1646413517.1323142,126.0
25,b52d0fd2-f59a-44a6-8e9e-a99d062a9161,13,1646413516.7900422,1646413517.1323142,126.0
25,11f9dd83-f655-4c3f-ad46-0230d6ee5ab0,0,1646413516.777743,1646413517.137224,113.0
25,8267bac3-43b8-4e76-8d0b-4dd5d94b68d5,7,1646413516.77751,1646413517.135359,76.0
25,8797104c-23ee-4ae3-ba28-44f3535fa9ef,9,1646413516.789336,1646413517.148121,111.0
25,f6d7aa21-5276-4f77-988a-55948ac01963,10,1646413516.790965,1646413517.1504,122.0
25,e1a7bbee-9b84-4c5a-ae08-b2d6b73dfc06,3,1646413516.786344,1646413517.1480498,132.0
25,97ac33b1-be91-43ed-ac6e-ea43f6208e10,11,1646413516.7754161,1646413517.157119,180.0
25,0f4247fe-972e-41bc-a311-8c67b77130a6,12,1646413516.796095,1646413517.163915,162.0
25,18991b78-6580-4329-a781-de898a4c76e9,6,1646413516.7787368,1646413517.165183,262.0
25,a5fca23a-76c7-487a-886c-e95ce60fbfa6,8,1646413516.777803,1646413517.165463,92.0
25,7eccb55b-d19f-4723-be0b-7e78b2dd9f32,4,1646413516.777081,1646413517.170783,162.0
25,f3f20e57-ec5a-465d-a220-cb2c3a82c760,14,1646413516.789283,1646413517.1707451,137.0
25,327dcec7-241f-439a-956a-04597e35f3a3,1,1646413516.7682712,1646413517.173669,243.0
25,1477f411-ae49-4f99-bee8-b2b330b6f3fe,19,1646413517.16611,1646413517.405099,95.0
25,2fcc255d-a918-4d77-a386-128129d32d98,2,1646413516.892831,1646413517.2132962,146.0
25,c7cc0469-c1cd-4bce-ab89-4663849a44a3,15,1646413516.8998861,1646413517.221396,167.0
25,cbe2c2c7-4f69-4696-a096-b41bfe01f019,16,1646413517.143274,1646413517.3650649,89.0
25,8657990c-41fe-4055-a9ae-7c1082df927e,22,1646413517.158452,1646413517.37257,14.0
25,1885c4a9-c3e7-42d8-9727-ee8131a87e87,23,1646413517.1510851,1646413517.3916118,83.0
25,f161cd86-c114-421d-ad4a-2a87e6b1b3e4,21,1646413517.159538,1646413517.3946428,93.0
25,e7d434cd-3489-4cd2-a8c3-85ef6fa2772e,24,1646413517.173038,1646413517.39818,174.0
25,8be695fa-ef8b-4ca1-8d92-690e2afc60be,17,1646413517.167576,1646413517.399873,120.0
25,a641b065-24c5-47f7-b0b5-7d5ad3447a60,25,1646413517.182625,1646413517.400535,93.0
25,d381c2f6-a4e2-4658-a5bf-fa1fb90fe101,26,1646413517.211114,1646413517.4011252,105.0
25,03e6111f-dded-4b8d-b21e-eeb7fc2e2a75,18,1646413517.175534,1646413517.4043021,128.0
50,46e505ab-c270-4a51-83a5-c0d9dd4f2fc9,47,1646413517.790011,1646413517.892263,59.0
50,11f9dd83-f655-4c3f-ad46-0230d6ee5ab0,0,1646413516.777743,1646413517.137224,113.0
50,8267bac3-43b8-4e76-8d0b-4dd5d94b68d5,7,1646413516.77751,1646413517.135359,76.0
50,8797104c-23ee-4ae3-ba28-44f3535fa9ef,9,1646413516.789336,1646413517.148121,111.0
50,d76b677d-adc3-434c-bee6-e70e52d82319,50,1646413517.843811,1646413517.9665978,115.0
50,e87a7ed3-401f-4886-b095-e3dfd2035a70,45,1646413517.739659,1646413517.841321,50.0
50,b444f6b7-e224-4a85-8f2c-3d2e9a09664c,28,1646413517.257997,1646413517.4217222,88.0
50,f6804811-f703-4359-bb43-fa864cdbcb21,34,1646413517.475327,1646413517.60076,119.0
50,e2874ac5-d47e-4d09-a719-3c914fc7c4b9,49,1646413517.837652,1646413517.960476,94.0
50,a5fca23a-76c7-487a-886c-e95ce60fbfa6,8,1646413516.777803,1646413517.165463,92.0
50,38b70d7f-94f2-4c5e-8003-a69b8c561465,33,1646413517.452988,1646413517.561718,14.0
50,a42abb5d-02d1-4c92-90ce-24f21f7ee30a,38,1646413517.575209,1646413517.695455,82.0
50,a9a6e386-2dac-483b-9820-c5962e61dd9f,27,1646413517.235722,1646413517.41067,118.0
50,1477f411-ae49-4f99-bee8-b2b330b6f3fe,19,1646413517.16611,1646413517.405099,95.0
50,4e683500-3309-4b49-bc11-269ff7247491,36,1646413517.5116,1646413517.6336,45.0
50,2813a89d-d146-44ef-bba6-390072323c0d,31,1646413517.419515,1646413517.530955,79.0
50,cbe2c2c7-4f69-4696-a096-b41bfe01f019,16,1646413517.143274,1646413517.3650649,89.0
50,8657990c-41fe-4055-a9ae-7c1082df927e,22,1646413517.158452,1646413517.37257,14.0
50,1885c4a9-c3e7-42d8-9727-ee8131a87e87,23,1646413517.1510851,1646413517.3916118,83.0
50,f161cd86-c114-421d-ad4a-2a87e6b1b3e4,21,1646413517.159538,1646413517.3946428,93.0
50,13b82b5e-f301-46a8-b341-fa60b450ff68,30,1646413517.341716,1646413517.463428,102.0
50,8be695fa-ef8b-4ca1-8d92-690e2afc60be,17,1646413517.167576,1646413517.399873,120.0
50,a641b065-24c5-47f7-b0b5-7d5ad3447a60,25,1646413517.182625,1646413517.400535,93.0
50,d381c2f6-a4e2-4658-a5bf-fa1fb90fe101,26,1646413517.211114,1646413517.4011252,105.0
50,0d0e230a-184d-4815-9ee7-aa04677c1de2,46,1646413517.76292,1646413517.870063,111.0
75,46e505ab-c270-4a51-83a5-c0d9dd4f2fc9,47,1646413517.790011,1646413517.892263,59.0
75,53b236d3-b372-4269-a46f-2125f4db4b00,67,1646413518.1374059,1646413518.249841,100.0
75,8267bac3-43b8-4e76-8d0b-4dd5d94b68d5,7,1646413516.77751,1646413517.135359,76.0
75,1c20ba76-9ab5-4a4e-a3f3-0dc5e2aafdaa,69,1646413518.176758,1646413518.278475,29.0
75,40c024db-b6ca-47d2-9c09-dbffa2a07bf7,65,1646413518.10416,1646413518.2294898,89.0
75,e87a7ed3-401f-4886-b095-e3dfd2035a70,45,1646413517.739659,1646413517.841321,50.0
75,b444f6b7-e224-4a85-8f2c-3d2e9a09664c,28,1646413517.257997,1646413517.4217222,88.0
75,af864cf3-6724-48d3-a110-c6335ade1f3c,73,1646413518.276695,1646413518.377609,87.0
75,e2874ac5-d47e-4d09-a719-3c914fc7c4b9,49,1646413517.837652,1646413517.960476,94.0
75,a5fca23a-76c7-487a-886c-e95ce60fbfa6,8,1646413516.777803,1646413517.165463,92.0
75,38b70d7f-94f2-4c5e-8003-a69b8c561465,33,1646413517.452988,1646413517.561718,14.0
75,a42abb5d-02d1-4c92-90ce-24f21f7ee30a,38,1646413517.575209,1646413517.695455,82.0
75,4ba19655-d8f9-448a-9f75-2ac26dc2d16b,58,1646413517.996056,1646413518.0932648,84.0
75,1477f411-ae49-4f99-bee8-b2b330b6f3fe,19,1646413517.16611,1646413517.405099,95.0
