interval,uuid,birth_id,start_eval_time,stop_eval_time,fitness
0,6365c9b1-cdf5-447f-9c9c-d2d166cd2c6b,2,1646407136.351048,1646407136.6593258,15.0
25,6365c9b1-cdf5-447f-9c9c-d2d166cd2c6b,2,1646407136.351048,1646407136.6593258,15.0
25,06696eb2-f67e-4fe2-8dc9-e901956fb89c,1,1646407136.377891,1646407136.661431,49.0
25,d26cb40b-6cfa-4b7c-ac3f-88dab7631e7a,9,1646407136.355789,1646407136.665131,59.0
25,4e750555-440d-4ea6-91f6-72f49c367c7d,6,1646407136.403024,1646407136.666306,13.0
25,e9401215-a023-4851-a48b-0c29314a6ccc,13,1646407136.3741891,1646407136.667867,12.0
25,17fdc768-5c9d-41a8-a1f7-6ed0549daeb9,4,1646407136.397239,1646407136.6678069,76.0
25,b0273d6c-61d6-490a-b4da-91d704e96bd3,12,1646407136.369272,1646407136.675025,174.0
25,5c15e716-ef22-439f-9ce7-a65d6d4809ef,14,1646407136.373953,1646407136.680654,77.0
25,d6ac4ea6-95a3-4421-b678-d7debd422416,8,1646407136.3721678,1646407136.682163,148.0
25,1c2a2a6c-e90b-4169-9f73-e45a722daf14,3,1646407136.392002,1646407136.68316,158.0
25,4562a389-7b2c-4fab-ae98-7c957a369278,11,1646407136.371934,1646407136.68366,155.0
25,3b63e37f-bdc3-4d1d-9a68-f6d0365d2b08,0,1646407136.370681,1646407136.6855009,112.0
25,aec61d0e-1788-4530-96fa-4cfb79d11c62,10,1646407136.35028,1646407136.688759,183.0
25,5a7ca81a-aa75-4868-a7a1-475f9f0602f9,15,1646407136.368437,1646407136.693865,137.0
25,e70ae8f9-cfa6-45c6-8fc2-64a8dad7a817,19,1646407136.677124,1646407136.885652,117.0
25,c277bb3c-e977-460a-b62b-c5f519145659,7,1646407136.5518,1646407136.752471,63.0
25,c82e1102-07fc-4e1b-a2ae-768d4fc7c69b,20,1646407136.663012,1646407136.817408,106.0
25,bbbe15ee-c034-443c-8709-aa57054ad418,23,1646407136.670017,1646407136.8415601,64.0
25,0df25039-e86e-4b93-8cd5-3ff5ae8307ff,25,1646407136.700098,1646407136.8723829,12.0
25,98904ad7-5cb1-49f1-8d97-4dcec3de9139,18,1646407136.6632829,1646407136.8728452,209.0
