birth_id,position,velocity,angle,rotational_velocity,start_eval_time,stop_eval_time,fitness
5,2.221026940946143,-0.046791822633296044,-0.058542895526436545,-0.016985969152781513,1646431603.369236,1646431603.722312,25.0
14,-0.14021830363880294,-0.023674092068794752,-0.018307447737790167,0.00800226052386225,1646431603.401367,1646431603.726275,94.0
6,-1.0212518583345966,0.010418828411603617,-0.14023605100239464,-0.02653658714355489,1646431603.434803,1646431603.728981,32.0
8,0.5451717025978913,0.0009996099881567563,-0.002559185532324898,-0.016102095970958366,1646431603.392159,1646431603.7324202,85.0
12,-1.8321372225066228,0.046841993421272377,0.039413238856280924,0.023003692984751273,1646431603.4032261,1646431603.732759,90.0
10,0.022467316938960202,0.043420474828216746,-0.08611273739765841,0.026809357441926848,1646431603.401331,1646431603.750026,67.0
1,2.3487680699647524,-0.004157711444565601,-0.02169080782137639,0.023904856660948118,1646431603.441751,1646431603.753752,205.0
13,-0.21334736705205026,0.04603824682056694,-0.08155757951166595,-0.014839422115337932,1646431603.4088771,1646431603.7796621,500.0
15,-0.8714649539114587,0.04263424125773209,-0.15822126859686297,-0.028699366223897117,1646431603.397763,1646431603.7829802,500.0
4,2.007759682777395,-0.013328356428733056,0.14265371652335204,-0.02707920334972962,1646431603.410893,1646431603.785716,500.0
7,-1.9109322837524911,-0.029559641305006924,0.13917434045451868,-0.0042373994976688464,1646431603.484693,1646431603.786081,273.0
2,0.6068050218781096,-0.0418483603949829,0.03380138206941302,0.03618263851948225,1646431603.374331,1646431603.789221,495.0
0,1.0754734070041732,-0.028558405608728646,0.029447367196376223,-0.03196072190846527,1646431603.395065,1646431603.7896042,500.0
3,1.187688185590126,0.04541960441512467,0.14015315381801954,0.04564345656316242,1646431603.4011059,1646431603.790122,500.0
9,-0.9495012622330756,-0.02149840232177802,-0.03176018882831341,-0.025288354712721107,1646431603.4759622,1646431603.8052638,500.0
11,-1.2541266532197757,-0.002783711051317375,0.10072899720318271,-0.04586294855510144,1646431603.469514,1646431603.811798,500.0
