birth_id,position,velocity,angle,rotational_velocity,start_eval_time,stop_eval_time,fitness
2,-0.049333774337959824,0.019656934332393933,-0.20511930726865357,-0.03961778384810952,1646432266.761817,1646432267.073927,21.0
14,-0.9208366806096306,-0.04624259247247492,0.12996630167370468,0.014561241495647428,1646432266.757505,1646432267.074247,23.0
8,0.7047090656534252,-0.04185191091830429,0.17373356615517485,-0.035453520052565926,1646432266.74281,1646432267.0746481,30.0
11,2.1597882867849942,0.03584238260084942,0.19800270946115603,-0.030844988698756938,1646432266.741014,1646432267.0746188,20.0
1,1.879234431101151,-0.036058318631173314,-0.14877229614700455,-0.01380021068078259,1646432266.757099,1646432267.074486,56.0
6,1.1999972353421415,0.023978518357774176,0.03872302159377519,-0.01318474361906341,1646432266.754446,1646432267.074889,48.0
3,0.10949572067067503,0.035412548171094876,0.061267653181070386,-0.002011209441094411,1646432266.755179,1646432267.0750809,24.0
9,-0.7440558557566419,0.012508433229601004,-0.10523802861857469,-0.018920189838015324,1646432266.766412,1646432267.077396,60.0
15,0.21505886516708816,0.03200701256367153,0.04324382870006552,-0.019017648933933942,1646432266.755726,1646432267.078957,19.0
0,0.17294532024232812,-0.010837729762593298,-0.10703062631958146,0.0401024281123941,1646432266.757024,1646432267.080535,50.0
12,-0.67358464628716,-0.047305098319251,0.17620075461392734,0.02646444598845539,1646432266.759917,1646432267.090715,20.0
10,1.0772199842705588,-0.0363467638544044,0.0915343899734444,0.01947851658967241,1646432266.7584288,1646432267.080449,28.0
7,-0.06398604328488577,-0.02601303875265523,0.050575608676606404,0.04478198977839462,1646432266.755991,1646432267.109901,68.0
5,0.11872513341265467,-0.03083114373975955,-0.035203845359395136,0.04042434203198465,1646432266.765388,1646432267.110603,24.0
4,-2.1920908983311116,-0.007982000143637993,-0.08395237644268422,0.027688925675379297,1646432266.770017,1646432267.108567,38.0
13,2.117650019377748,0.04635741398472523,-0.09617409657404351,-0.047688200075022225,1646432266.76836,1646432267.1873238,104.0
18,-1.7846190695569493,-0.027090865188294802,0.0009163292409244961,-0.02278776330552087,1646432267.077184,1646432267.273659,16.0
20,-0.20885615524349044,0.04219917446685448,0.101099091640562,-0.03618257574597788,1646432267.076315,1646432267.2751749,23.0
17,-1.2896013033269682,-0.04982946757094486,0.08622913563460907,0.02010295821758551,1646432267.076971,1646432267.276813,20.0
