birth_id,position,velocity,angle,rotational_velocity,start_eval_time,stop_eval_time,fitness
8,-0.20782471809893455,0.04836491017422882,0.1506180926960667,-0.0046368770154389324,1646427902.492615,1646427902.807512,20.0
1,-0.2434080115202728,0.004635440959063632,0.05680438695203263,0.034130581824431766,1646427902.4925141,1646427902.819482,9.0
0,1.7861966301502874,0.029286105425998715,0.1540976318260864,0.023692053106403738,1646427902.5287528,1646427902.8307352,9.0
12,-1.7240143330514746,0.01191202937613127,-0.11411362705049927,-0.01600638036313109,1646427902.474758,1646427902.84137,140.0
9,2.317424956824395,-0.025352845833284534,-0.0957147621645686,-0.046300860606372764,1646427902.4787111,1646427902.844949,143.0
11,0.6964189848240925,-0.013452320488612467,0.15076103546044126,0.03770804314731485,1646427902.4660149,1646427902.842209,189.0
5,1.0538892875215167,0.037473129138819325,-0.06422042681984977,0.03242131180458441,1646427902.5699232,1646427902.852163,49.0
15,0.5602354540578087,0.04623492292520352,0.15193342963402104,-0.010364645764985872,1646427902.5502641,1646427902.8693829,55.0
6,-0.9055995744312697,-0.022792017014165257,0.19337488428810326,-0.04162285535443018,1646427902.542177,1646427902.874908,80.0
3,-1.6938340043757447,-0.028200908747352472,0.004639382615546805,-0.03129189788998145,1646427902.535242,1646427902.886317,201.0
2,2.1279769665441033,0.004650871904545127,-0.16636204268171775,0.047747665667045164,1646427902.558003,1646427902.894161,246.0
7,0.13183836010689998,0.02373401793757951,0.13647300091617517,0.0460951361285645,1646427902.545356,1646427902.8950121,213.0
13,-1.1153018624554665,-0.04112073585158187,0.11890012271697872,-0.03259289054012374,1646427902.581305,1646427902.903229,131.0
10,1.421971835545166,-0.0034242028831812793,0.022572142403217005,0.02448215653909333,1646427902.599762,1646427902.908658,46.0
4,-0.11211409482691437,-0.02636536173944315,0.012331687570767608,-0.041573918568873824,1646427902.642284,1646427902.929085,222.0
14,-2.019520684038339,-0.012547990619407534,0.11775111875460001,-0.0111270648016671,1646427902.693536,1646427902.9507022,225.0
17,2.1674593777490476,0.0335953028182779,0.1870239242357665,-0.04719388569910188,1646427902.809939,1646427903.0868092,37.0
23,1.4018259156807082,-0.04478565852859916,0.07426516621283089,-0.017415164406534893,1646427902.8485708,1646427903.1020658,39.0
18,1.8141635676857688,-0.044286019553712676,0.09146897517620281,0.02806411073678071,1646427902.822845,1646427903.129528,224.0
16,-1.626890733693664,-0.011795308986437138,0.029748737007898957,-0.034550011865388336,1646427902.8329868,1646427903.16315,199.0
21,-1.0446166131231047,0.0313486842795334,0.15515814028562366,-0.018453029123443,1646427902.8517911,1646427903.168097,120.0
22,-1.0413745143635673,0.04400719936131468,-0.14090477878347213,0.018237675712901316,1646427902.8888278,1646427903.169887,20.0
19,1.783933217659491,-0.009765314924288171,-0.17089749166654544,0.019545391618591396,1646427902.843898,1646427903.166896,104.0
26,-1.0479374271077921,0.031066067584588002,0.15674357471302766,-0.01860366369841645,1646427902.885568,1646427903.176908,42.0
20,1.5617027925350846,-0.04097525761280554,-0.04887919587808784,0.046770559934441264,1646427902.9029849,1646427903.177532,18.0
28,-2.0217548672858485,-0.01339802925681534,0.11159812351601094,-0.012877080827149022,1646427902.94401,1646427903.18887,46.0
29,0.5726168699673955,-0.014173579072027888,0.13990434795454687,0.03777138444984547,1646427902.972821,1646427903.226419,99.0
25,1.16374496025356,0.037396997054825416,-0.07348615931044084,0.032305561343271484,1646427903.0111942,1646427903.247707,127.0
27,-1.6979288737282834,-0.01180769683045061,0.04274544918652508,-0.03401695524289602,1646427902.9160168,1646427903.2536461,500.0
30,1.23187945972783,0.03836621703544794,-0.06027722764070107,0.03121059419057988,1646427903.0090802,1646427903.2571561,62.0
31,-0.3576666966834599,0.0038513190149657584,0.0690802033035066,0.03254555624051162,1646427903.037788,1646427903.255082,129.0
24,-1.3897323437349927,0.04890055262815854,-0.040112528616392945,-0.028691850686288302,1646427902.9372952,1646427903.270354,335.0
33,-0.8284017049959991,0.04339165816944071,-0.1452462566743207,0.016131239119437205,1646427903.122934,1646427903.329741,49.0
34,1.6636209251452905,0.030168706832498816,0.17055396688640975,0.02543615886352975,1646427903.1770282,1646427903.359989,42.0
35,0.9540921068705649,0.036112293935114184,-0.06219536762974239,0.03210057162914182,1646427903.2402282,1646427903.387056,64.0
32,0.914370164417291,0.03725492127987225,-0.04941654976293092,0.032720964408914296,1646427903.25958,1646427903.425434,110.0
36,2.076771847406946,0.03386716888829837,0.19549422841089478,-0.04677852331533942,1646427903.2812521,1646427903.4487,232.0
37,-0.900857598354499,-0.023701102558607426,0.19546873677071683,-0.04222206561457595,1646427903.320246,1646427903.4683578,59.0
38,2.4,-0.025253908302195243,-0.10190770046341055,-0.04616929664008258,1646427903.356174,1646427903.505714,44.0
39,-1.0810021119252677,0.03237107055601222,0.17156823467801338,-0.01893287801949391,1646427903.3907452,1646427903.532037,112.0
40,-0.26636093011621037,0.004825907327034655,0.05028530243385252,0.03461476866753946,1646427903.446076,1646427903.573299,78.0
41,2.1505918482968824,0.03410034532480279,0.19594101459257318,-0.04742810280238823,1646427903.47052,1646427903.611684,78.0
42,-0.7658512000834125,0.04271635348960054,-0.157357504939966,0.016906044856006323,1646427903.4871821,1646427903.623878,33.0
43,-1.8165567668902223,-0.013706014560664885,0.11104834859933715,-0.013789374305905863,1646427903.52248,1646427903.656729,74.0
44,1.1958662476831388,0.03736939740538745,-0.0748670020686669,0.03203280264972498,1646427903.545931,1646427903.675981,70.0
45,-1.9903267073364677,-0.012732029505075348,0.11107446319673574,-0.012219758330463664,1646427903.561929,1646427903.688683,136.0
46,-1.9438993209358226,-0.012076121314095472,0.12939249346019047,-0.012470275507550865,1646427903.592268,1646427903.719753,56.0
47,-0.709471937239551,-0.022600239467928072,0.19293157470184888,-0.04175885204571196,1646427903.622865,1646427903.734594,72.0
48,1.6595084560510722,-0.00973647334863318,-0.1543969755661012,0.02141173662990349,1646427903.6461399,1646427903.78856,306.0
